,s,t,d,s
18569,101,148,23.452336927901925,26.5
18570,101,149,25.041056677038096,35.0
18571,101,150,27.086541297826606,35.0
18572,101,151,22.360772969243623,26.5
18573,101,152,21.607038831848026,26.5
18574,101,153,22.063270460472538,26.5
18575,101,156,39.65044001410889,35.0
18576,101,157,17.152295500345243,26.5
18577,101,158,24.753422493066413,26.5
18578,101,159,17.948380925351834,26.5
18579,101,160,14.444339427781788,26.5
18580,101,161,22.652078898663305,26.5
18581,101,162,22.026534674253405,26.5
18582,101,163,23.1278288932869,26.5
18583,101,164,22.976785042826958,26.5
18584,101,165,25.7236808259395,27.5
18585,101,166,22.262033302903568,26.5
18586,101,167,19.25122968748228,26.5
18587,101,168,18.47294442979363,26.5
18588,101,169,20.096077098863127,26.5
18589,101,170,22.511906415496586,26.5
18590,101,171,21.031796279820316,26.5
18591,101,174,20.08156691932955,26.5
18592,101,175,4.650916567293302,35.0
18593,101,176,39.728845861616534,35.0
18594,101,177,18.698979227216093,26.5
18595,101,178,27.918606132102717,35.0
18596,101,180,13.611396348392864,35.0
18597,101,181,24.664952666226107,26.5
18598,101,182,15.81414453592015,26.5
18599,101,183,14.789802391728308,27.5
18600,101,184,15.285634274922934,26.5
18601,101,185,17.965535591617073,26.5
18602,101,187,38.00590457167103,35.0
18603,101,188,22.02879572755203,26.5
18604,101,189,22.98263299613242,26.5
18605,101,190,23.846518178917073,26.5
18606,101,191,3.8694706537292105,35.0
18607,101,192,9.585975656623715,27.5
18608,101,193,19.21670796405335,26.5
18609,101,194,18.12151719306988,26.5
18610,101,195,26.365726910425643,26.5
18611,101,196,12.969321157806291,26.5
18612,101,197,11.373791842179413,35.0
18613,101,198,17.617988444128518,26.5
18614,101,199,15.318276070772182,26.5
18615,101,201,21.293775130487255,35.0
18616,101,202,20.174371751723434,26.5
18617,101,203,9.663546633080578,35.0
18618,101,204,47.58192565582624,35.0
18619,101,205,6.810615230802964,35.0
18620,101,206,33.07213569691737,26.5
18621,101,208,12.282551816495891,26.5
18622,101,209,24.97993926605485,26.5
18623,101,210,26.20337525180888,35.0
18624,101,211,24.349741809372848,26.5
18625,101,215,9.010123413641438,35.0
18626,101,216,12.462284979454136,35.0
18627,101,217,933.5379884351075,35.0
18628,101,219,7.36306898775816,35.0
18629,101,220,22.213751359458275,26.5
18630,101,221,33.398614814154655,27.5
18631,101,222,17.950905165469468,35.0
18632,101,223,16.47636696245539,26.5
18633,101,225,21.19853269297834,26.5
18634,101,226,18.87930671194607,26.5
18635,101,227,27.881536865618546,26.5
18636,101,228,26.416619525727704,26.5
18637,101,232,23.621396470702013,26.5
18638,101,234,23.50900239370848,26.5
18639,101,235,21.192050222213773,26.5
18640,101,236,21.462458008893698,26.5
18641,101,237,21.091397224419673,26.5
18642,101,238,23.068668699855408,26.5
18643,101,239,23.698030903391757,26.5
18644,101,240,22.255225541732162,26.5
18645,101,242,17.317462605021266,26.5
18646,101,243,21.908658735240994,26.5
18647,101,245,36.01492035415928,35.0
18648,101,246,24.357713777963166,26.5
18649,101,247,19.73232054127178,26.5
18650,101,248,16.94172500133995,26.5
18651,101,249,24.815575033849125,26.5
18652,101,251,38.10116541697482,35.0
18653,101,252,10.440649192431854,27.5
18654,101,253,7.947612171145102,35.0
18655,101,257,24.694847735503153,26.5
18656,101,258,13.910138707163215,35.0
18657,101,259,20.605634983509006,26.5
18658,101,260,16.335151580125,26.5
18659,101,261,25.663170716824332,26.5
18660,101,262,20.061247309197647,26.5
18661,101,264,3879.6075792399038,35.0
18662,102,2,11.675985036371019,26.5
18663,102,4,8.248840257377623,18.0
18664,102,5,30.56488008565181,26.5
18665,102,6,18.599941735310235,26.5
18666,102,7,8.654720679189872,18.0
18667,102,8,9.114515788936822,18.0
18668,102,9,10.552895893191259,26.5
18669,102,10,9.045007138471583,26.5
18670,102,11,14.654767555936075,26.5
18671,102,12,10.874511680317992,18.0
18672,102,13,11.020375375055107,18.0
18673,102,14,13.858643769261736,18.0
18674,102,16,11.869327785128991,26.5
18675,102,17,6.211932675316152,18.0
18676,102,18,18.74861001384298,18.0
18677,102,19,13.39088313938931,26.5
18678,102,20,17.100269622182445,18.0
18679,102,21,12.73287509661812,26.5
18680,102,22,13.77948701867178,19.0
18681,102,24,12.882447349234473,18.0
18682,102,25,8.396397734183186,18.0
18683,102,26,11.933597515237238,18.0
18684,102,29,15.142986341256222,26.5
18685,102,30,11.996026181943309,26.5
18686,102,31,1652.8298693215293,26.5
18687,102,32,16.673955493450617,18.0
18688,102,33,9.143398560343485,18.0
18689,102,34,7.465780933676393,18.0
18690,102,35,4.569037090450796,18.0
18691,102,36,3.5703732751816704,18.0
18692,102,37,3.3906536622457617,18.0
18693,102,38,12.529141234445056,26.5
18694,102,39,6.530388382271497,26.5
18695,102,40,9.460278815965182,18.0
18696,102,42,12.28781565790688,18.0
18697,102,43,11.202220641189365,18.0
18698,102,45,9.374821831649683,18.0
18699,102,46,18.297104464679748,26.5
18700,102,48,8.517414329265895,18.0
18701,102,49,6.744129695548592,18.0
18702,102,50,11.222130608245754,18.0
18703,102,51,19.76856533911127,18.0
18704,102,52,9.44684654840145,18.0
18705,102,53,10.174185434387573,18.0
18706,102,54,9.776311665959755,18.0
18707,102,55,16.56402388119064,26.5
18708,102,56,5.532368356643053,18.0
18709,102,57,5.532368356643053,18.0
18710,102,58,16.317749483931706,18.0
18711,102,59,15.276717886062695,18.0
18712,102,60,15.03401000233445,18.0
18713,102,61,6.044656183839734,18.0
18714,102,62,6.038627223974409,18.0
18715,102,63,1.755146405578288,19.0
18716,102,64,13.945240546849945,26.5
18717,102,65,8.421791283062507,18.0
18718,102,66,8.078597487321522,18.0
18719,102,67,13.859706373022505,19.0
18720,102,68,9.497268797997636,18.0
18721,102,69,13.900468285069847,18.0
18722,102,70,6.8870207376884,18.0
18723,102,73,10.650434659152147,26.5
18724,102,74,12.221763687280296,18.0
18725,102,75,11.626471599702413,18.0
18726,102,76,3.879000694444802,19.0
18727,102,77,4.151278570420026,19.0
18728,102,78,16.003284129985083,18.0
18729,102,79,9.020465133905684,18.0
18730,102,80,6.871786627845493,18.0
18731,102,81,21.36447835130412,19.0
18732,102,82,3.965532851018276,18.0
18733,102,85,8.208871365955833,18.0
18734,102,86,15.413906838397724,26.5
18735,102,87,10.717816805171386,18.0
18736,102,88,10.650834470531732,18.0
18737,102,89,9.507808867114615,18.0
18738,102,90,9.719444049722979,18.0
18739,102,91,9.803593151287943,26.5
18740,102,92,9.20404471808364,19.0
18741,102,94,18.028431617269398,18.0
18742,102,95,4.068484459341158,19.0
18743,102,97,7.665726348375329,18.0
18744,102,98,8.695629883933734,26.5
18745,102,99,28.227952626537373,26.5
18746,102,100,10.491579602656136,18.0
18747,102,101,15.61548993839366,26.5
18748,102,106,8.926755001667972,18.0
18749,102,107,9.029207765394725,18.0
18750,102,108,13.830878251334658,26.5
18751,102,109,27.868816104794522,26.5
18752,102,110,26.44004103026323,26.5
18753,102,111,10.361563880181151,18.0
18754,102,112,5.946150005778235,18.0
18755,102,113,9.926363741751407,18.0
18756,102,114,9.840106955967194,18.0
18757,102,116,14.642122950444922,18.0
18758,102,117,14.224197496480553,26.5
18759,102,119,15.442229783542988,18.0
18760,102,120,16.463364434841285,18.0
18761,102,122,10.178841415165246,26.5
18762,102,123,14.14157978124816,26.5
18763,102,124,6.456827606379723,26.5
18764,102,125,10.594139294517149,18.0
18765,102,126,12.356983916342385,18.0
18766,102,127,18.869184546236102,18.0
18767,102,128,19.266488641894057,18.0
18768,102,129,6.023428545272022,18.0
18769,102,130,7.264818937964025,26.5
18770,102,131,8.889161394007967,26.5
18771,102,132,11.156318794390364,26.5
18772,102,133,9.371931837269258,18.0
18773,102,134,4.805536044037758,26.5
18774,102,135,4.827810315007726,26.5
18775,102,136,19.069860352124035,18.0
18776,102,137,8.705887021415181,18.0
18777,102,138,8.33050224823387,18.0
18778,102,139,12.042708932420684,26.5
18779,102,140,9.92981857190238,18.0
18780,102,141,9.863430444421143,18.0
18781,102,143,11.355858441076515,18.0
18782,102,144,9.349755781477537,18.0
18783,102,145,6.884324720909374,18.0
18784,102,146,7.079475507653232,18.0
18785,102,147,12.789787573137504,18.0
18786,102,148,8.580858998855986,18.0
18787,102,149,11.345555717002389,26.5
18788,102,150,14.6170940272174,26.5
18789,102,151,12.882447349234473,18.0
18790,102,152,13.8288392106798,18.0
18791,102,153,19.53911267366648,18.0
18792,102,156,24.038894022454436,26.5
18793,102,157,3.247367661114313,18.0
18794,102,158,10.900081692314625,18.0
18795,102,159,13.061677845523025,18.0
18796,102,160,1.9818958038349117,18.0
18797,102,161,10.142532954541593,18.0
18798,102,162,9.704426144214773,18.0
18799,102,163,10.87859396598998,18.0
18800,102,164,9.815177787327373,18.0
18801,102,165,11.332743181715509,19.0
18802,102,166,13.646653658854119,18.0
18803,102,167,14.01421768390223,18.0
18804,102,168,11.634850927243878,18.0
18805,102,169,16.871657612878433,18.0
18806,102,170,9.325347390581046,18.0
18807,102,171,7.785586577669643,18.0
18808,102,174,19.562372744675926,18.0
18809,102,175,11.737082083857661,26.5
18810,102,176,24.652530978248667,26.5
18811,102,177,3.5881678436527285,18.0
18812,102,178,14.486295682987627,26.5
18813,102,180,4.553646148855165,26.5
18814,102,181,9.061018749968227,18.0
18815,102,182,14.806485156981228,18.0
18816,102,183,20.061971906543185,19.0
18817,102,184,17.51276063084454,18.0
18818,102,185,17.392296625706678,18.0
18819,102,187,22.391244737443117,26.5
18820,102,188,6.417533196907197,18.0
18821,102,189,7.369799745322837,18.0
18822,102,190,8.367718551232622,18.0
18823,102,191,12.841711377117216,26.5
18824,102,192,6.940716922686596,19.0
18825,102,193,7.714385691176294,18.0
18826,102,194,10.60220746265723,18.0
18827,102,195,10.7601764819644,18.0
18828,102,196,3.1595084801284243,18.0
18829,102,197,4.712552173140718,26.5
18830,102,198,2.4193506055600276,18.0
18831,102,199,10.060337581083857,18.0
18832,102,201,14.114997358219242,26.5
18833,102,202,8.537838143418568,18.0
18834,102,203,13.498450124056351,26.5
18835,102,204,32.283685994871156,26.5
18836,102,205,10.636988039595797,26.5
18837,102,206,17.470209215499132,18.0
18838,102,208,14.574046851566631,18.0
18839,102,209,9.798463701250274,18.0
18840,102,210,13.19553269879786,26.5
18841,102,211,9.730652934034849,18.0
18842,102,215,7.833169982031883,26.5
18843,102,216,6.6965549052933,26.5
18844,102,217,920.8529709726612,26.5
18845,102,219,12.698439459515509,26.5
18846,102,220,20.004421807389868,18.0
18847,102,221,17.868144150802976,19.0
18848,102,222,5.995807984306192,26.5
18849,102,223,8.247756162881787,18.0
18850,102,225,5.689690245505349,18.0
18851,102,226,5.911989178681468,18.0
18852,102,227,12.542813597223072,18.0
18853,102,228,10.997054077825107,18.0
18854,102,232,8.696875550620295,18.0
18855,102,234,9.523772204378593,18.0
18856,102,235,17.194952928374693,18.0
18857,102,236,9.942497666821811,18.0
18858,102,237,10.555890217876117,18.0
18859,102,238,11.83741660097675,18.0
18860,102,239,12.108170325771297,18.0
18861,102,240,21.74793440147581,18.0
18862,102,242,17.08841497339511,18.0
18863,102,243,16.094323301109473,18.0
18864,102,245,20.406773134961416,26.5
18865,102,246,11.217084735991698,18.0
18866,102,247,14.186959842955337,18.0
18867,102,248,15.165108104867988,18.0
18868,102,249,10.650006097253,18.0
18869,102,251,22.51158433216554,26.5
18870,102,252,11.840658384346442,19.0
18871,102,253,13.92691870073013,26.5
18872,102,257,9.305900345747732,18.0
18873,102,258,2.789089171065967,26.5
18874,102,259,21.490434185962336,18.0
18875,102,260,5.125980049981862,18.0
18876,102,261,10.660584668248053,18.0
18877,102,262,10.32947846671343,18.0
18878,102,264,3866.3404830072973,26.5
18879,106,2,15.385898449871464,26.5
18880,106,4,5.162547518712557,18.0
18881,106,5,22.064862970180062,26.5
18882,106,6,10.653686498370261,26.5
18883,106,7,11.430943105439038,18.0
18884,106,8,12.39292627540167,18.0
18885,106,9,19.087862738346143,26.5
18886,106,10,17.168077844159953,26.5
18887,106,11,8.656975936310365,26.5
18888,106,12,3.511603086259679,18.0
18889,106,13,4.2762542170958815,18.0
18890,106,14,6.006184616317834,18.0
18891,106,16,20.395340816980408,26.5
18892,106,17,5.143611841906478,18.0
18893,106,18,22.927832752466717,18.0
18894,106,19,22.269820127463046,26.5
18895,106,20,21.38744635856994,18.0
18896,106,21,7.396166068502081,26.5
18897,106,22,7.455234805003483,19.0
18898,106,24,13.524150028675711,18.0
18899,106,25,0.8055873581628223,18.0
18900,106,26,5.071976767032753,18.0
18901,106,29,11.521424463979058,26.5
18902,106,30,16.580628925986822,26.5
18903,106,31,1645.9195818612002,26.5
18904,106,32,21.65958896907338,18.0
18905,106,33,1.9596817596549556,18.0
18906,106,34,2.545716961293907,18.0
18907,106,35,6.594639789101987,18.0
18908,106,36,5.786923379541345,18.0
18909,106,37,5.541122369585666,18.0
18910,106,38,21.151824906791376,26.5
18911,106,39,8.390726936864985,26.5
18912,106,40,0.53759224199857,18.0
18913,106,42,13.645748781531099,18.0
18914,106,43,11.683987079895259,18.0
18915,106,45,4.201061505717593,18.0
18916,106,46,25.292421432764943,26.5
18917,106,48,4.342136535628283,18.0
18918,106,49,2.2830704642742523,18.0
18919,106,50,8.973095335173484,18.0
18920,106,51,25.45945987213081,18.0
18921,106,52,1.1925886383149444,18.0
18922,106,53,17.017915670430263,18.0
18923,106,54,1.4488813975421877,18.0
18924,106,55,11.497555076380577,26.5
18925,106,56,13.185652853269989,18.0
18926,106,57,13.185652853269989,18.0
18927,106,58,22.77286455318256,18.0
18928,106,59,19.510004864161306,18.0
18929,106,60,19.28425293817068,18.0
18930,106,61,3.8213247827724763,18.0
18931,106,62,3.860147658090912,18.0
18932,106,63,9.840751532562802,19.0
18933,106,64,22.650916892690613,26.5
18934,106,65,1.4627425821607223,18.0
18935,106,66,2.5339703254876955,18.0
18936,106,67,6.813152704625143,19.0
18937,106,68,7.581935923598475,18.0
18938,106,69,17.13303764512871,18.0
18939,106,70,13.831828500477933,18.0
18940,106,73,19.28984491394934,26.5
18941,106,74,14.34622433704696,18.0
18942,106,75,14.421262500330691,18.0
18943,106,76,9.057346962585793,19.0
18944,106,77,8.068607850776784,19.0
18945,106,78,20.224901320747502,18.0
18946,106,79,5.571620841806938,18.0
18947,106,80,4.070169094376252,18.0
18948,106,81,26.90042000868929,19.0
18949,106,82,11.264808933222847,18.0
18950,106,85,4.286983228277671,18.0
18951,106,86,21.331429595281232,26.5
18952,106,87,4.215003518937452,18.0
18953,106,88,3.2557188770549494,18.0
18954,106,89,4.872762939996448,18.0
18955,106,90,6.882488527398841,18.0
18956,106,91,7.874579566927234,26.5
18957,106,92,17.316138465476403,19.0
18958,106,94,22.196052802188312,18.0
18959,106,95,12.917142032822698,19.0
18960,106,97,1.6332704765240074,18.0
18961,106,98,17.56625939364199,26.5
18962,106,99,19.61283012529578,26.5
18963,106,100,8.288493241825757,18.0
18964,106,101,24.535096843189926,26.5
18965,106,102,8.926755001667972,18.0
18966,106,107,6.276857758501578,18.0
18967,106,108,9.314543336933475,26.5
18968,106,109,19.764729745816066,26.5
18969,106,110,18.63887526543656,26.5
18970,106,111,3.0063850550475797,18.0
18971,106,112,5.877365720569247,18.0
18972,106,113,5.894874786103286,18.0
18973,106,114,5.694956720844446,18.0
18974,106,116,16.442569127019254,18.0
18975,106,117,18.130071912340977,26.5
18976,106,119,18.1878301227708,18.0
18977,106,120,19.188451535507287,18.0
18978,106,122,19.052365957324202,26.5
18979,106,123,10.676949619351149,26.5
18980,106,124,13.057879056004358,26.5
18981,106,125,5.545347696205521,18.0
18982,106,126,17.25112849763499,18.0
18983,106,127,21.8989401231823,18.0
18984,106,128,22.119362245062675,18.0
18985,106,129,12.136376525219745,18.0
18986,106,130,16.057495800259357,26.5
18987,106,131,17.777265107101417,26.5
18988,106,132,18.094124592987157,26.5
18989,106,133,3.9603598739343657,18.0
18990,106,134,13.718785469588218,26.5
18991,106,135,13.749126901453856,26.5
18992,106,136,22.687461264944744,18.0
18993,106,137,6.7822596352171445,18.0
18994,106,138,14.470082488798978,18.0
18995,106,139,20.033419979413623,26.5
18996,106,140,9.969041968405662,18.0
18997,106,141,10.045582957742477,18.0
18998,106,143,10.535470231810912,18.0
18999,106,144,4.681270746078408,18.0
19000,106,145,7.81359955818085,18.0
19001,106,146,8.923689846811637,18.0
19002,106,147,17.11474486657803,18.0
19003,106,148,4.090721467203517,18.0
19004,106,149,8.377255908201004,26.5
19005,106,150,12.086595493312926,26.5
19006,106,151,13.524150028675711,18.0
19007,106,152,15.505757454493546,18.0
19008,106,153,22.884331716139005,18.0
19009,106,156,15.115361180791046,26.5
19010,106,157,8.051564108627971,18.0
19011,106,158,7.006994043892347,18.0
19012,106,159,17.07642012014146,18.0
19013,106,160,10.226550706629524,18.0
19014,106,161,8.934470027400684,18.0
19015,106,162,9.06936025505079,18.0
19016,106,163,9.541280072230084,18.0
19017,106,164,7.866561462996595,18.0
19018,106,165,6.979168322746769,19.0
19019,106,166,14.711708355044184,18.0
19020,106,167,17.419893603852646,18.0
19021,106,168,15.045633031243417,18.0
19022,106,169,20.514048907876074,18.0
19023,106,170,7.71503119743491,18.0
19024,106,171,7.472646619260794,18.0
19025,106,174,23.948641185934502,18.0
19026,106,175,20.5179185110613,26.5
19027,106,176,16.72614534814066,26.5
19028,106,177,6.426328545334278,18.0
19029,106,178,10.60919908723295,26.5
19030,106,180,12.21014864194301,26.5
19031,106,181,1.0304779786000446,18.0
19032,106,182,20.217695896842425,18.0
19033,106,183,26.705188816159552,19.0
19034,106,184,23.548427281326017,18.0
19035,106,185,22.26285109949043,18.0
19036,106,187,13.494474828523732,26.5
19037,106,188,2.6066037229439027,18.0
19038,106,189,1.69538355010375,18.0
19039,106,190,2.4287012238265007,18.0
19040,106,191,21.716409123007683,26.5
19041,106,192,15.483311671116402,19.0
19042,106,193,9.742427015469918,18.0
19043,106,194,14.090471171423713,18.0
19044,106,195,1.834269951182327,18.0
19045,106,196,11.711058572827534,18.0
19046,106,197,13.472213631076675,26.5
19047,106,198,7.0424320102828375,18.0
19048,106,199,15.345954875551435,18.0
19049,106,201,16.901067157678252,26.5
19050,106,202,9.68768679368372,18.0
19051,106,203,21.430171583035296,26.5
19052,106,204,23.887194203769035,26.5
19053,106,205,19.327373894907097,26.5
19054,106,206,8.648245082725746,18.0
19055,106,208,21.372190018001376,18.0
19056,106,209,3.1953506175272053,18.0
19057,106,210,10.45868556308304,26.5
19058,106,211,4.936541394243844,18.0
19059,106,215,16.485316770400033,26.5
19060,106,216,14.328309061389298,26.5
19061,106,217,913.9159831934229,26.5
19062,106,219,21.132143348698936,26.5
19063,106,220,23.41893103711418,18.0
19064,106,221,9.266845530181959,19.0
19065,106,222,9.830237509067596,26.5
19066,106,223,12.786088342029595,18.0
19067,106,225,3.7865216748112185,18.0
19068,106,226,8.093942239814652,18.0
19069,106,227,5.034056544501208,18.0
19070,106,228,3.5872861286475266,18.0
19071,106,232,3.928329135590485,18.0
19072,106,234,6.3288292977349085,18.0
19073,106,235,20.292706164073863,18.0
19074,106,236,10.14732118557471,18.0
19075,106,237,11.440054570092054,18.0
19076,106,238,11.202248032732559,18.0
19077,106,239,10.904739952505665,18.0
19078,106,240,25.704606822113533,18.0
19079,106,242,22.19679675339788,18.0
19080,106,243,18.367972235284256,18.0
19081,106,245,11.545367774374979,26.5
19082,106,246,8.372491754651696,18.0
19083,106,247,17.32582621851672,18.0
19084,106,248,20.095832907464903,18.0
19085,106,249,6.2845726160248105,18.0
19086,106,251,13.700023467931738,26.5
19087,106,252,19.231004566671423,19.0
19088,106,253,21.936432026183066,26.5
19089,106,257,3.010828257171833,18.0
19090,106,258,11.068644483004107,26.5
19091,106,259,26.16367637878591,18.0
19092,106,260,10.161091702899782,18.0
19093,106,261,4.165069432905285,18.0
19094,106,262,12.149820559218737,18.0
19095,106,264,3858.5357888334224,26.5
19096,107,2,19.263975432504342,26.5
19097,107,4,1.2186677034266988,18.0
19098,107,5,26.582091745591338,26.5
19099,107,6,16.247151656967233,26.5
19100,107,7,6.083917722918698,18.0
19101,107,8,7.067912000915427,18.0
19102,107,9,16.62436430399985,26.5
19103,107,10,18.044992090387648,26.5
19104,107,11,14.927748478480003,26.5
19105,107,12,4.493478048765526,18.0
19106,107,13,3.884599363162789,18.0
19107,107,14,11.973684433633135,18.0
19108,107,16,17.816785774674443,26.5
19109,107,17,2.9540380272000086,18.0
19110,107,18,17.10333599524437,18.0
19111,107,19,21.518593901323374,26.5
19112,107,20,15.651146740488176,18.0
19113,107,21,13.644275692809332,26.5
19114,107,22,13.72092397134644,19.0
19115,107,24,7.275897892916732,18.0
19116,107,25,5.547826008642132,18.0
19117,107,26,11.34005226262061,18.0
19118,107,29,17.661588776527054,26.5
19119,107,30,20.060187274183505,26.5
19120,107,31,1643.8048338650858,26.5
19121,107,32,16.181497585867167,18.0
19122,107,33,4.480904501980026,18.0
19123,107,34,4.042645160332113,18.0
19124,107,35,9.868645550394543,18.0
19125,107,36,5.7573402172208805,18.0
19126,107,37,6.714016965193508,18.0
19127,107,38,21.196151958819488,26.5
19128,107,39,12.395023935594654,26.5
19129,107,40,6.413107769456563,18.0
19130,107,42,7.497209134206088,18.0
19131,107,43,5.485747182192912,18.0
19132,107,45,2.351254190737553,18.0
19133,107,46,20.777888108025156,26.5
19134,107,48,1.9347214257074963,18.0
19135,107,49,5.333232760330286,18.0
19136,107,50,2.8575594498367853,18.0
19137,107,51,20.152634492646865,18.0
19138,107,52,5.4499856404117155,18.0
19139,107,53,12.99403847035779,18.0
19140,107,54,5.499948418599074,18.0
19141,107,55,17.77227409883965,26.5
19142,107,56,10.518442373493391,18.0
19143,107,57,10.518442373493391,18.0
19144,107,58,18.00825359581053,18.0
19145,107,59,13.838385467780766,18.0
19146,107,60,13.63081256871898,18.0
19147,107,61,8.028313531647592,18.0
19148,107,62,8.070610293446418,18.0
19149,107,63,10.672930211693334,19.0
19150,107,64,20.302201153092614,26.5
19151,107,65,4.8216221118373594,18.0
19152,107,66,3.7825292824902674,18.0
19153,107,67,13.002488825693266,19.0
19154,107,68,1.3079793067800731,18.0
19155,107,69,11.255135872153552,18.0
19156,107,70,10.419095745563121,18.0
19157,107,73,17.0065349098523,26.5
19158,107,74,8.330654687077338,18.0
19159,107,75,8.602217364378987,18.0
19160,107,76,11.487787959120586,19.0
19161,107,77,10.898875515390769,19.0
19162,107,78,14.514429383582044,18.0
19163,107,79,0.7479747636916743,18.0
19164,107,80,2.9799402648577726,18.0
19165,107,81,21.47631386486248,19.0
19166,107,82,8.905378094719833,18.0
19167,107,85,9.848860203913397,18.0
19168,107,86,24.129437270163866,26.5
19169,107,87,3.573587830970614,18.0
19170,107,88,4.4871654126512555,18.0
19171,107,89,10.819165103861426,18.0
19172,107,90,0.7740382943634201,18.0
19173,107,91,13.37050914262643,26.5
19174,107,92,14.426706361062678,19.0
19175,107,94,16.390803586577377,18.0
19176,107,95,11.864711341556735,19.0
19177,107,97,5.015243763925243,18.0
19178,107,98,16.06046904263857,26.5
19179,107,99,23.983631541149013,26.5
19180,107,100,2.0924855362406154,18.0
19181,107,101,22.998446508338795,26.5
19182,107,102,9.029207765394725,18.0
19183,107,106,6.276857758501578,18.0
19184,107,108,15.52247987932985,26.5
19185,107,109,24.864901263879492,26.5
19186,107,110,24.04004145240226,26.5
19187,107,111,9.283075576798266,18.0
19188,107,112,3.0831993056858154,18.0
19189,107,113,1.2160443272325783,18.0
19190,107,114,1.2790789330930405,18.0
19191,107,116,10.262591656257824,18.0
19192,107,117,22.02063554028016,26.5
19193,107,119,12.13274458126053,18.0
19194,107,120,13.097382336233489,18.0
19195,107,122,18.450829319142937,26.5
19196,107,123,16.765885524424235,26.5
19197,107,124,15.160971105213697,26.5
19198,107,125,2.2351870184319047,18.0
19199,107,126,12.018718676794725,18.0
19200,107,127,15.804844231239816,18.0
19201,107,128,15.987705151975238,18.0
19202,107,129,8.578787811838266,18.0
19203,107,130,15.87880654794408,26.5
19204,107,131,17.16412900305145,26.5
19205,107,132,20.096012843707193,26.5
19206,107,133,9.994075485445281,18.0
19207,107,134,13.235974203677824,26.5
19208,107,135,12.932045598810934,26.5
19209,107,136,16.70929855273864,18.0
19210,107,137,0.7402717472560569,18.0
19211,107,138,10.341345903235966,18.0
19212,107,139,21.042185882814,26.5
19213,107,140,3.826975726134471,18.0
19214,107,141,3.9320091993662465,18.0
19215,107,143,4.2590384158260255,18.0
19216,107,144,1.8453928778668574,18.0
19217,107,145,3.12649484876486,18.0
19218,107,146,4.054977189501912,18.0
19219,107,147,11.636139554682654,18.0
19220,107,148,2.189638186531285,18.0
19221,107,149,14.23665782444791,26.5
19222,107,150,18.03774824037818,26.5
19223,107,151,7.275897892916732,18.0
19224,107,152,9.335149448178115,18.0
19225,107,153,16.83663763733961,18.0
19226,107,156,18.370937144005048,26.5
19227,107,157,6.174904677302812,18.0
19228,107,158,1.8799569481004135,18.0
19229,107,159,11.474449847193776,18.0
19230,107,160,9.088365587301809,18.0
19231,107,161,2.6623650174670646,18.0
19232,107,162,2.873868081469717,18.0
19233,107,163,3.2722457591868386,18.0
19234,107,164,1.5926883080653296,18.0
19235,107,165,13.063807195155892,19.0
19236,107,166,8.478933371547436,18.0
19237,107,167,11.57939119381324,18.0
19238,107,168,9.3880712911786,18.0
19239,107,169,14.606240220825995,18.0
19240,107,170,1.475318323006242,18.0
19241,107,171,2.109478011892214,18.0
19242,107,174,18.161378140565557,18.0
19243,107,175,18.48919222471675,26.5
19244,107,176,22.081314781157225,26.5
19245,107,177,8.981594449163103,18.0
19246,107,178,16.764320382849174,26.5
19247,107,180,13.513038321395337,26.5
19248,107,181,7.27563282014659,18.0
19249,107,182,15.013888241693001,18.0
19250,107,183,21.89117836496834,19.0
19251,107,184,18.4962099971158,18.0
19252,107,185,16.71076948191971,18.0
19253,107,187,17.169581216162296,26.5
19254,107,188,6.526026904539582,18.0
19255,107,189,6.543776064562782,18.0
19256,107,190,8.272829175242487,18.0
19257,107,191,21.005595955165592,26.5
19258,107,192,13.412847030230076,19.0
19259,107,193,4.559927548262193,18.0
19260,107,194,8.575274104061485,18.0
19261,107,195,7.053543516092345,18.0
19262,107,196,10.374113815043927,18.0
19263,107,197,13.513798768874887,26.5
19264,107,198,6.636144386935769,18.0
19265,107,199,10.540950324067264,18.0
19266,107,201,21.278818433751667,26.5
19267,107,202,4.0429971165509,18.0
19268,107,203,22.499033360144573,26.5
19269,107,204,28.525729958876283,26.5
19270,107,205,19.273480940219443,26.5
19271,107,206,13.110665248120815,18.0
19272,107,208,16.92162310219969,18.0
19273,107,209,3.670685671582629,18.0
19274,107,210,16.38793559334289,26.5
19275,107,211,1.8717346344541612,18.0
19276,107,215,16.60495268085409,26.5
19277,107,216,15.70038229296124,26.5
19278,107,217,919.2884875197856,26.5
19279,107,219,21.52193118917244,26.5
19280,107,220,17.375895654889547,18.0
19281,107,221,14.214193934519688,19.0
19282,107,222,13.143113950858131,26.5
19283,107,223,8.038444954662378,18.0
19284,107,225,7.588157819633535,18.0
19285,107,226,4.127949825463899,18.0
19286,107,227,11.202198878791316,18.0
19287,107,228,9.848446084909844,18.0
19288,107,232,2.367518428709667,18.0
19289,107,234,0.5184069136828777,18.0
19290,107,235,14.251599528474367,18.0
19291,107,236,4.026314963539313,18.0
19292,107,237,5.348782351241306,18.0
19293,107,238,4.926174547362202,18.0
19294,107,239,4.665454055033133,18.0
19295,107,240,19.74932383105096,18.0
19296,107,242,16.747589733067283,18.0
19297,107,243,12.213938643965497,18.0
19298,107,245,15.574195218122986,26.5
19299,107,246,2.470700562662505,18.0
19300,107,247,11.409587787871068,18.0
19301,107,248,14.673817729046059,18.0
